species,PubChem
Prevotella oris,1110
Prevotella ruminicola,8314
Prevotella ruminicola,175
Prevotella ruminicola,24892716
Prevotella ruminicola,264
Prevotella ruminicola,439178
Prevotella ruminicola,6902
Prevotella ruminicola,439195
Prevotella ruminicola,5793
Prevotella ruminicola,6590
Prevotella ruminicola,10430
Prevotella ruminicola,6267
Prevotella ruminicola,5862
Prevotella ruminicola,92851
Prevotella ruminicola,5961
Prevotella ruminicola,145815
Prevotella ruminicola,6106
Prevotella ruminicola,6137
Prevotella ruminicola,84815
Prevotella ruminicola,222
Prevotella ruminicola,1032
Prevotella ruminicola,1102
Prevotella ruminicola,439207
Prevotella ruminicola,1110
Prevotella ruminicola,1150
Prevotella ruminicola,7991
Prevotella salivae,175
Prevotella salivae,1110
Prevotella timonensis,175
Prevotella timonensis,1110
Prevotella veroralis,175
Prevotella veroralis,1110
Propionibacterium freudenreichii,175
Propionibacterium freudenreichii,24892716
Propionibacterium freudenreichii,280
Propionibacterium freudenreichii,5793
Propionibacterium freudenreichii,753
Propionibacterium freudenreichii,107689
Propionibacterium freudenreichii,61503
Propionibacterium freudenreichii,440995
Propionibacterium freudenreichii,1032
Propionibacterium freudenreichii,493570
Proteiniphilum acetatigenes,175
Proteiniphilum acetatigenes,439178
Proteiniphilum acetatigenes,311
Proteiniphilum acetatigenes,10690
Proteiniphilum acetatigenes,6251
Proteiniphilum acetatigenes,18950
Proteiniphilum acetatigenes,5779
Proteiniphilum acetatigenes,5780
Proteiniphilum acetatigenes,82170
Proteiniphilum acetatigenes,222285
Proteiniphilum acetatigenes,702
Proteiniphilum acetatigenes,439552
Proteiniphilum acetatigenes,440946
Proteiniphilum acetatigenes,444972
Proteiniphilum acetatigenes,402
Proteiniphilum acetatigenes,464
Proteiniphilum acetatigenes,798
Proteiniphilum acetatigenes,892
Proteiniphilum acetatigenes,107737
Proteiniphilum acetatigenes,5950
Proteiniphilum acetatigenes,71080
Proteiniphilum acetatigenes,6322
Proteiniphilum acetatigenes,750
Proteiniphilum acetatigenes,222656
Proteiniphilum acetatigenes,92824
Proteiniphilum acetatigenes,25310
Proteiniphilum acetatigenes,439548
Proteiniphilum acetatigenes,5951
Proteiniphilum acetatigenes,71077
Proteiniphilum acetatigenes,439192
Proteiniphilum acetatigenes,6288
Proteiniphilum acetatigenes,6305
Proteiniphilum acetatigenes,867
Proteiniphilum acetatigenes,440658
Proteiniphilum acetatigenes,887
Proteiniphilum acetatigenes,222
Proteiniphilum acetatigenes,999
Proteiniphilum acetatigenes,1032
Proteiniphilum acetatigenes,1060
Proteiniphilum acetatigenes,439242
Proteiniphilum acetatigenes,827
Proteiniphilum acetatigenes,439207
Proteiniphilum acetatigenes,1110
Proteiniphilum acetatigenes,5988
Proteiniphilum acetatigenes,7427
Proteus mirabilis,24892716
Proteus mirabilis,222
Proteus mirabilis,1176
Proteus penneri,222
Proteus penneri,1176
Pseudodesulfovibrio aespoeensis,175
Pseudodesulfovibrio aespoeensis,783
Pseudodesulfovibrio aespoeensis,402
Pseudodesulfovibrio aespoeensis,107689
Pseudodesulfovibrio aespoeensis,61503
Pseudodesulfovibrio aespoeensis,1060
Pseudodesulfovibrio aespoeensis,1118
Pseudodesulfovibrio piezophilus,175
Pseudodesulfovibrio piezophilus,280
Pseudodesulfovibrio piezophilus,702
Pseudodesulfovibrio piezophilus,283
Pseudodesulfovibrio piezophilus,783
Pseudodesulfovibrio piezophilus,402
Pseudodesulfovibrio piezophilus,107689
Pseudodesulfovibrio piezophilus,61503
Pseudodesulfovibrio piezophilus,996
Pseudodesulfovibrio piezophilus,1060
Pseudodesulfovibrio piezophilus,1118
Pseudoflavonifractor capillosus,175
Pseudoflavonifractor capillosus,798
Pseudoflavonifractor capillosus,944
Pseudoflavonifractor capillosus,1110
Pseudomonas aeruginosa,119
Pseudomonas aeruginosa,24892716
Pseudomonas aeruginosa,280
Pseudomonas aeruginosa,5793
Pseudomonas aeruginosa,702
Pseudomonas aeruginosa,712
Pseudomonas aeruginosa,107689
Pseudomonas aeruginosa,61503
Pseudomonas aeruginosa,222656
Pseudomonas aeruginosa,92824
Pseudomonas aeruginosa,947
Pseudomonas aeruginosa,222
Pseudomonas aeruginosa,944
Pseudomonas aeruginosa,1045
Pseudomonas aeruginosa,1110
Pseudomonas aeruginosa,1146
Pseudomonas aeruginosa,225936
Pseudomonas aeruginosa,439888
Pseudomonas entomophila,947
Pseudomonas entomophila,222
Pseudomonas entomophila,944
Pseudomonas fluorescens,119
Pseudomonas fluorescens,947
Pseudomonas fluorescens,222
Pseudomonas fluorescens,944
Pseudomonas mendocina,175
Pseudomonas mendocina,5793
Pseudomonas mendocina,283
Pseudomonas mendocina,887
Pseudomonas mendocina,6329
Pseudomonas mendocina,947
Pseudomonas mendocina,222
Pseudomonas mendocina,944
Pseudomonas putida,712
Pseudomonas putida,947
Pseudomonas putida,222
Pseudomonas putida,944
Pseudomonas putida,24529
Pseudomonas savastanoi,947
Pseudomonas savastanoi,222
Pseudomonas savastanoi,944
Pseudomonas stutzeri,947
Pseudomonas stutzeri,222
Pseudomonas stutzeri,944
Pseudomonas syringae,947
Pseudomonas syringae,222
Pseudomonas syringae,944
Psychroflexus gondwanensis,6036
Psychroflexus gondwanensis,867
Psychroflexus gondwanensis,944
Psychroflexus gondwanensis,439207
Pyramidobacter piscolens,175
Pyramidobacter piscolens,402
Pyramidobacter piscolens,6590
Pyramidobacter piscolens,10430
Pyramidobacter piscolens,999
Pyramidobacter piscolens,1032
Pyramidobacter piscolens,1110
Pyramidobacter piscolens,1118
Pyramidobacter piscolens,439208
Pyrobaculum aerophilum,280
Pyrobaculum aerophilum,5793
Pyrobaculum aerophilum,944
Pyrobaculum calidifontis,944
Pyrococcus abyssi,1060
Pyrococcus furiosus,175
Pyrococcus furiosus,439178
Pyrococcus furiosus,439626
Pyrococcus furiosus,440948
Pyrococcus furiosus,440949
Pyrococcus furiosus,440950
Pyrococcus furiosus,5793
Pyrococcus furiosus,783
Pyrococcus furiosus,439186
Pyrococcus furiosus,1060
Pyrococcus furiosus,7427
Pyrococcus horikoshii,5793
Ralstonia pickettii,5793
Ralstonia pickettii,283
Ralstonia pickettii,887
Ralstonia pickettii,6329
Ralstonia pickettii,944
Rhizobium leguminosarum,171548
Rhizobium leguminosarum,222656
Rhizobium leguminosarum,92824
Rhizobium leguminosarum,1110
Rhodobacter capsulatus,171548
Rhodobacter capsulatus,222656
Rhodobacter capsulatus,92824
Rhodobacter capsulatus,1110
Rhodopseudomonas palustris,222656
Rhodopseudomonas palustris,92824
Rhodospirillum rubrum,171548
Rhodospirillum rubrum,283
Roseburia hominis,175
Roseburia hominis,264
Roseburia hominis,280
Roseburia hominis,439178
Roseburia hominis,6902
Roseburia hominis,439195
Roseburia hominis,439163
Roseburia hominis,5793
Roseburia hominis,5780
Roseburia hominis,82170
Roseburia hominis,135191
Roseburia hominis,702
Roseburia hominis,283
Roseburia hominis,439552
Roseburia hominis,440946
Roseburia hominis,753
Roseburia hominis,783
Roseburia hominis,107689
Roseburia hominis,61503
Roseburia hominis,5280450
Roseburia hominis,439186
Roseburia hominis,440658
Roseburia hominis,1032
Roseburia hominis,439242
Roseburia hominis,5988
Roseburia intestinalis,175
Roseburia intestinalis,264
Roseburia intestinalis,280
Roseburia intestinalis,439178
Roseburia intestinalis,6902
Roseburia intestinalis,439195
Roseburia intestinalis,439163
Roseburia intestinalis,5793
Roseburia intestinalis,6251
Roseburia intestinalis,5779
Roseburia intestinalis,135191
Roseburia intestinalis,702
Roseburia intestinalis,283
Roseburia intestinalis,439552
Roseburia intestinalis,440946
Roseburia intestinalis,783
Roseburia intestinalis,107689
Roseburia intestinalis,61503
Roseburia intestinalis,25310
Roseburia intestinalis,439548
Roseburia intestinalis,5280450
Roseburia intestinalis,439186
Roseburia intestinalis,440658
Roseburia intestinalis,1032
Roseburia intestinalis,439242
Roseburia intestinalis,439207
Roseburia intestinalis,5988
Roseburia intestinalis,7427
Roseburia inulinivorans,175
Roseburia inulinivorans,280
Roseburia inulinivorans,702
Roseburia inulinivorans,283
Roseburia inulinivorans,439552
Roseburia inulinivorans,440946
Roseburia inulinivorans,783
Roseburia inulinivorans,107689
Roseburia inulinivorans,61503
Roseburia inulinivorans,5280450
Roseburia inulinivorans,439207
Roseobacter denitrificans,222656
Roseobacter denitrificans,92824
Roseobacter denitrificans,944
Roseobacter denitrificans,1110
Ruminiclostridium cellobioparum,175
Ruminiclostridium cellobioparum,280
Ruminiclostridium cellobioparum,439178
Ruminiclostridium cellobioparum,6902
Ruminiclostridium cellobioparum,439195
Ruminiclostridium cellobioparum,439163
Ruminiclostridium cellobioparum,6036
Ruminiclostridium cellobioparum,5793
Ruminiclostridium cellobioparum,6251
Ruminiclostridium cellobioparum,18950
Ruminiclostridium cellobioparum,5779
Ruminiclostridium cellobioparum,5780
Ruminiclostridium cellobioparum,82170
Ruminiclostridium cellobioparum,135191
Ruminiclostridium cellobioparum,702
Ruminiclostridium cellobioparum,283
Ruminiclostridium cellobioparum,11850
Ruminiclostridium cellobioparum,753
Ruminiclostridium cellobioparum,783
Ruminiclostridium cellobioparum,107689
Ruminiclostridium cellobioparum,61503
Ruminiclostridium cellobioparum,25310
Ruminiclostridium cellobioparum,439548
Ruminiclostridium cellobioparum,439192
Ruminiclostridium cellobioparum,440995
Ruminiclostridium cellobioparum,439186
Ruminiclostridium cellobioparum,440658
Ruminiclostridium cellobioparum,439242
Ruminiclostridium cellobioparum,827
Ruminiclostridium cellobioparum,439207
Ruminiclostridium cellobioparum,5988
Ruminiclostridium cellobioparum,7427
Ruminiclostridium cellulolyticum,175
Ruminiclostridium cellulolyticum,280
Ruminiclostridium cellulolyticum,439178
Ruminiclostridium cellulolyticum,5793
Ruminiclostridium cellulolyticum,702
Ruminiclostridium cellulolyticum,783
Ruminiclostridium cellulolyticum,107689
Ruminiclostridium cellulolyticum,61503
Ruminiclostridium cellulolyticum,1060
Ruminiclostridium papyrosolvens,175
Ruminiclostridium papyrosolvens,280
Ruminiclostridium papyrosolvens,439178
Ruminiclostridium papyrosolvens,6902
Ruminiclostridium papyrosolvens,439195
Ruminiclostridium papyrosolvens,439163
Ruminiclostridium papyrosolvens,6036
Ruminiclostridium papyrosolvens,5793
Ruminiclostridium papyrosolvens,5779
Ruminiclostridium papyrosolvens,135191
Ruminiclostridium papyrosolvens,702
Ruminiclostridium papyrosolvens,753
Ruminiclostridium papyrosolvens,783
Ruminococcus albus,8314
Ruminococcus albus,978
Ruminococcus albus,175
Ruminococcus albus,171548
Ruminococcus albus,280
Ruminococcus albus,439178
Ruminococcus albus,5793
Ruminococcus albus,441036
Ruminococcus albus,702
Ruminococcus albus,783
Ruminococcus albus,6590
Ruminococcus albus,6267
Ruminococcus albus,5961
Ruminococcus albus,145815
Ruminococcus albus,6305
Ruminococcus albus,5280450
Ruminococcus albus,222
Ruminococcus albus,1050
Ruminococcus albus,1054
Ruminococcus albus,1052
Ruminococcus albus,5280934
Ruminococcus bromii,8314
Ruminococcus bromii,175
Ruminococcus bromii,24892716
Ruminococcus bromii,769
Ruminococcus bromii,171548
Ruminococcus bromii,439163
Ruminococcus bromii,441036
Ruminococcus bromii,439586
Ruminococcus bromii,439606
Ruminococcus bromii,439639
Ruminococcus bromii,702
Ruminococcus bromii,283
Ruminococcus bromii,783
Ruminococcus bromii,6590
Ruminococcus bromii,10430
Ruminococcus bromii,5862
Ruminococcus bromii,92851
Ruminococcus bromii,107689
Ruminococcus bromii,61503
Ruminococcus bromii,439186
Ruminococcus bromii,222
Ruminococcus bromii,6613
Ruminococcus bromii,1050
Ruminococcus bromii,1054
Ruminococcus bromii,1052
Ruminococcus bromii,493570
Ruminococcus bromii,439207
Ruminococcus bromii,1110
Ruminococcus bromii,1118
Ruminococcus bromii,439208
Ruminococcus flavefaciens,175
Ruminococcus flavefaciens,280
Ruminococcus flavefaciens,439178
Ruminococcus flavefaciens,5793
Ruminococcus flavefaciens,441036
Ruminococcus flavefaciens,283
Ruminococcus flavefaciens,783
Ruminococcus flavefaciens,6590
Ruminococcus flavefaciens,10430
Ruminococcus flavefaciens,107689
Ruminococcus flavefaciens,61503
Ruminococcus flavefaciens,222
Ruminococcus flavefaciens,1110
Ruminococcus gnavus,175
Ruminococcus gnavus,441036
Ruminococcus gnavus,283
Ruminococcus gnavus,439552
Ruminococcus gnavus,440946
Ruminococcus gnavus,783
Ruminococcus gnavus,17106
Ruminococcus gnavus,439197
Ruminococcus gnavus,439207
Ruminococcus lactaris,441036
Ruminococcus lactaris,783
Ruminococcus torques,175
Ruminococcus torques,439163
Ruminococcus torques,6036
Ruminococcus torques,5793
Ruminococcus torques,702
Ruminococcus torques,283
Ruminococcus torques,783
Ruminococcus torques,107689
Ruminococcus torques,61503
Ruminococcus torques,440995
Ruminococcus torques,222
Saccharolobus solfataricus,280
Saccharolobus solfataricus,439178
Saccharolobus solfataricus,6902
Saccharolobus solfataricus,439195
Saccharolobus solfataricus,439163
Saccharolobus solfataricus,6036
Saccharolobus solfataricus,5793
Saccharolobus solfataricus,18950
Saccharolobus solfataricus,135191
Saccharolobus solfataricus,439186
Saccharolobus solfataricus,1045
Saccharolobus solfataricus,5988
Saccharolobus solfataricus,7427
Saccharomyces cerevisiae,6036
Saccharomyces cerevisiae,10690
Saccharomyces cerevisiae,18950
Saccharomyces cerevisiae,439204
Saccharomyces cerevisiae,439205
Saccharomyces cerevisiae,753
Saccharomyces cerevisiae,439255
Saccharomyces cerevisiae,94154
Saccharomyces cerevisiae,107689
Saccharomyces cerevisiae,61503
Saccharomyces cerevisiae,6305
Saccharomyces cerevisiae,439186
Saccharomyces cerevisiae,439242
Saccharomyces cerevisiae,5988
Saccharomyces cerevisiae,7427
Saccharomyces cerevisiae,6912
Salmonella enterica,1030
Salmonella enterica,259994
Salmonella enterica,439846
Salmonella enterica,24892716
Salmonella enterica,5780
Salmonella enterica,82170
Salmonella enterica,283
Salmonella enterica,936
Salmonella enterica,938
Salmonella enterica,1032
Salmonella enterica,1031
Salmonella enterica,1130
Schaalia odontolytica,439163
Schaalia odontolytica,5793
Schaalia odontolytica,944
Selenomonas artemidis,175
Selenomonas artemidis,5793
Selenomonas artemidis,107689
Selenomonas artemidis,61503
Selenomonas artemidis,1032
Selenomonas flueggei,175
Selenomonas flueggei,5793
Selenomonas flueggei,107689
Selenomonas flueggei,61503
Selenomonas flueggei,1032
Selenomonas noxia,175
Selenomonas noxia,5793
Selenomonas noxia,107689
Selenomonas noxia,61503
Selenomonas noxia,1032
Selenomonas ruminantium,175
Selenomonas ruminantium,264
Selenomonas ruminantium,280
Selenomonas ruminantium,439178
Selenomonas ruminantium,6902
Selenomonas ruminantium,439195
Selenomonas ruminantium,439163
Selenomonas ruminantium,6036
Selenomonas ruminantium,5793
Selenomonas ruminantium,6251
Selenomonas ruminantium,135191
Selenomonas ruminantium,439586
Selenomonas ruminantium,439606
Selenomonas ruminantium,439639
Selenomonas ruminantium,283
Selenomonas ruminantium,439552
Selenomonas ruminantium,440946
Selenomonas ruminantium,753
Selenomonas ruminantium,402
Selenomonas ruminantium,107689
Selenomonas ruminantium,61503
Selenomonas ruminantium,440995
Selenomonas ruminantium,439186
Selenomonas ruminantium,944
Selenomonas ruminantium,1032
Selenomonas ruminantium,439207
Selenomonas ruminantium,1110
Selenomonas ruminantium,5988
Selenomonas ruminantium,7427
Selenomonas sputigena,175
Selenomonas sputigena,5793
Selenomonas sputigena,107689
Selenomonas sputigena,61503
Selenomonas sputigena,1032
Shewanella denitrificans,175
Shewanella denitrificans,944
Shewanella putrefaciens,175
Shewanella putrefaciens,280
Shewanella putrefaciens,283
Shewanella putrefaciens,402
Shewanella putrefaciens,107689
Shewanella putrefaciens,61503
Shewanella putrefaciens,1060
Shigella boydii,6902
Shigella boydii,439195
Shigella boydii,5793
Shigella boydii,6251
Shigella boydii,18950
Shigella boydii,5780
Shigella boydii,82170
Shigella boydii,135191
Shigella boydii,283
Shigella boydii,753
Shigella boydii,936
Shigella boydii,938
Shigella boydii,7427
Shigella dysenteriae,5780
Shigella dysenteriae,82170
Shigella dysenteriae,283
Shigella dysenteriae,936
Shigella dysenteriae,938
Shigella flexneri,24892716
Shigella flexneri,5780
Shigella flexneri,82170
Shigella flexneri,283
Shigella sonnei,24892716
Shigella sonnei,5780
Shigella sonnei,82170
Shigella sonnei,283
Shigella sonnei,936
Shigella sonnei,938
Sinorhizobium meliloti,222656
Sinorhizobium meliloti,92824
Sinorhizobium meliloti,1050
Sinorhizobium meliloti,1054
Sinorhizobium meliloti,1052
Sinorhizobium meliloti,1110
Sodalis glossinidius,5793
Sodalis glossinidius,1130
Sphaerobacter thermophilus,175
Sphaerobacter thermophilus,439178
Sphaerobacter thermophilus,311
Sphaerobacter thermophilus,439163
Sphaerobacter thermophilus,6036
Sphaerobacter thermophilus,6251
Sphaerobacter thermophilus,18950
Sphaerobacter thermophilus,5780
Sphaerobacter thermophilus,82170
Sphaerobacter thermophilus,135191
Sphaerobacter thermophilus,439586
Sphaerobacter thermophilus,439606
Sphaerobacter thermophilus,439639
Sphaerobacter thermophilus,702
Sphaerobacter thermophilus,283
Sphaerobacter thermophilus,444972
Sphaerobacter thermophilus,753
Sphaerobacter thermophilus,107689
Sphaerobacter thermophilus,61503
Sphaerobacter thermophilus,439186
Sphaerobacter thermophilus,887
Sphaerobacter thermophilus,222
Sphaerobacter thermophilus,1031
Sphaerobacter thermophilus,1060
Sphaerobacter thermophilus,439242
Sphaerobacter thermophilus,439207
Sphaerobacter thermophilus,1110
Sphaerobacter thermophilus,5988
Sphaerobacter thermophilus,7427
Sphingobium japonicum,6902
Sphingobium japonicum,439195
Sphingobium japonicum,6036
Sphingobium japonicum,5793
Sphingobium japonicum,7427
Spiroplasma chrysopicola,5793
Spiroplasma chrysopicola,6322
Spiroplasma chrysopicola,1176
Spiroplasma diminutum,5793
Spiroplasma diminutum,6322
Spiroplasma diminutum,1176
Spiroplasma melliferum,5793
Spiroplasma melliferum,18950
Spiroplasma melliferum,6322
Spiroplasma syrphidicola,5793
Spiroplasma syrphidicola,6322
Spiroplasma syrphidicola,1176
Spiroplasma taiwanense,5793
Spiroplasma taiwanense,6322
Spiroplasma taiwanense,1176
Staphylococcus aureus,24892716
Staphylococcus aureus,171548
Staphylococcus aureus,712
Staphylococcus aureus,10430
Staphylococcus aureus,107689
Staphylococcus aureus,61503
Staphylococcus aureus,5280374
Staphylococcus aureus,936
Staphylococcus aureus,938
Staphylococcus aureus,1130
Staphylococcus aureus,1146
Staphylococcus capitis,107689
Staphylococcus capitis,61503
Staphylococcus capitis,5280374
Staphylococcus carnosus,107689
Staphylococcus carnosus,61503
Staphylococcus epidermidis,107689
Staphylococcus epidermidis,61503
Staphylococcus epidermidis,5280374
Staphylococcus haemolyticus,107689
Staphylococcus haemolyticus,61503
Staphylococcus haemolyticus,5280374
Staphylococcus hominis,107689
Staphylococcus hominis,61503
Staphylococcus lentus,439178
Staphylococcus lentus,6902
Staphylococcus lentus,439195
Staphylococcus lentus,439163
Staphylococcus lentus,6036
Staphylococcus lentus,5793
Staphylococcus lentus,6251
Staphylococcus lentus,18950
Staphylococcus lentus,5779
Staphylococcus lentus,5780
Staphylococcus lentus,82170
Staphylococcus lentus,439312
Staphylococcus lentus,135191
Staphylococcus lentus,753
Staphylococcus lentus,17106
Staphylococcus lentus,107689
Staphylococcus lentus,61503
Staphylococcus lentus,25310
Staphylococcus lentus,439548
Staphylococcus lentus,440995
Staphylococcus lentus,439186
Staphylococcus lentus,440658
Staphylococcus lentus,944
Staphylococcus lentus,439242
Staphylococcus lentus,5988
Staphylococcus lentus,7427
Staphylococcus lentus,6912
Staphylococcus lugdunensis,107689
Staphylococcus lugdunensis,61503
Staphylococcus pasteuri,439163
Staphylococcus pasteuri,5793
Staphylococcus pasteuri,753
Staphylococcus pasteuri,107689
Staphylococcus pasteuri,61503
Staphylococcus pasteuri,5988
Staphylococcus pasteuri,7427
Staphylococcus pasteuri,1176
Staphylococcus pasteuri,6912
Staphylococcus pseudintermedius,107689
Staphylococcus pseudintermedius,61503
Staphylococcus saprophyticus,107689
Staphylococcus saprophyticus,61503
Staphylococcus warneri,107689
Staphylococcus warneri,61503
Staphylococcus warneri,5280374
Streptococcus agalactiae,175
Streptococcus agalactiae,280
Streptococcus agalactiae,6251
Streptococcus agalactiae,702
Streptococcus agalactiae,283
Streptococcus agalactiae,784
Streptococcus agalactiae,107689
Streptococcus agalactiae,61503
Streptococcus agalactiae,440995
Streptococcus agalactiae,222
Streptococcus agalactiae,6613
Streptococcus anginosus,175
Streptococcus anginosus,280
Streptococcus anginosus,6251
Streptococcus anginosus,702
Streptococcus anginosus,283
Streptococcus anginosus,784
Streptococcus anginosus,107689
Streptococcus anginosus,61503
Streptococcus anginosus,440995
Streptococcus anginosus,222
Streptococcus anginosus,6613
Streptococcus australis,175
Streptococcus australis,280
Streptococcus australis,6251
Streptococcus australis,702
Streptococcus australis,283
Streptococcus australis,784
Streptococcus australis,107689
Streptococcus australis,61503
Streptococcus australis,440995
Streptococcus australis,439186
Streptococcus australis,222
Streptococcus australis,6613
Streptococcus caballi,175
Streptococcus caballi,280
Streptococcus caballi,6251
Streptococcus caballi,702
Streptococcus caballi,283
Streptococcus caballi,784
Streptococcus caballi,107689
Streptococcus caballi,61503
Streptococcus caballi,440995
Streptococcus caballi,222
Streptococcus caballi,6613
Streptococcus canis,175
Streptococcus canis,280
Streptococcus canis,6251
Streptococcus canis,702
Streptococcus canis,283
Streptococcus canis,784
Streptococcus canis,107689
Streptococcus canis,61503
Streptococcus canis,440995
Streptococcus canis,222
Streptococcus canis,6613
Streptococcus constellatus,175
Streptococcus constellatus,179
Streptococcus constellatus,439314
Streptococcus constellatus,280
Streptococcus constellatus,439178
Streptococcus constellatus,6902
Streptococcus constellatus,439195
Streptococcus constellatus,5793
Streptococcus constellatus,6251
Streptococcus constellatus,5780
Streptococcus constellatus,82170
Streptococcus constellatus,702
Streptococcus constellatus,283
Streptococcus constellatus,439552
Streptococcus constellatus,440946
Streptococcus constellatus,753
Streptococcus constellatus,784
Streptococcus constellatus,464
Streptococcus constellatus,6322
Streptococcus constellatus,107689
Streptococcus constellatus,61503
Streptococcus constellatus,440995
Streptococcus constellatus,222
Streptococcus constellatus,6613
Streptococcus constellatus,439242
Streptococcus constellatus,7427
Streptococcus constellatus,1176
Streptococcus criceti,175
Streptococcus criceti,280
Streptococcus criceti,6251
Streptococcus criceti,702
Streptococcus criceti,283
Streptococcus criceti,784
Streptococcus criceti,107689
Streptococcus criceti,61503
Streptococcus criceti,440995
Streptococcus criceti,222
Streptococcus criceti,6613
Streptococcus cristatus,175
Streptococcus cristatus,280
Streptococcus cristatus,439178
Streptococcus cristatus,6902
Streptococcus cristatus,439195
Streptococcus cristatus,5793
Streptococcus cristatus,6251
Streptococcus cristatus,18950
Streptococcus cristatus,5779
Streptococcus cristatus,5780
Streptococcus cristatus,82170
Streptococcus cristatus,702
Streptococcus cristatus,283
Streptococcus cristatus,439552
Streptococcus cristatus,440946
Streptococcus cristatus,784
Streptococcus cristatus,6322
Streptococcus cristatus,107689
Streptococcus cristatus,61503
Streptococcus cristatus,440995
Streptococcus cristatus,439186
Streptococcus cristatus,440658
Streptococcus cristatus,222
Streptococcus cristatus,6613
Streptococcus cristatus,439207
Streptococcus cristatus,5988
Streptococcus didelphis,175
Streptococcus didelphis,280
Streptococcus didelphis,6251
Streptococcus didelphis,702
Streptococcus didelphis,283
Streptococcus didelphis,784
Streptococcus didelphis,107689
Streptococcus didelphis,61503
Streptococcus didelphis,440995
Streptococcus didelphis,222
Streptococcus didelphis,6613
Streptococcus downei,175
Streptococcus downei,280
Streptococcus downei,6251
Streptococcus downei,702
Streptococcus downei,283
Streptococcus downei,784
Streptococcus downei,107689
Streptococcus downei,61503
Streptococcus downei,440995
Streptococcus downei,222
Streptococcus downei,6613
Streptococcus dysgalactiae,175
Streptococcus dysgalactiae,280
Streptococcus dysgalactiae,6251
Streptococcus dysgalactiae,702
Streptococcus dysgalactiae,283
Streptococcus dysgalactiae,784
Streptococcus dysgalactiae,107689
Streptococcus dysgalactiae,61503
Streptococcus dysgalactiae,440995
Streptococcus dysgalactiae,222
Streptococcus dysgalactiae,6613
Streptococcus entericus,175
Streptococcus entericus,280
Streptococcus entericus,6251
Streptococcus entericus,702
Streptococcus entericus,283
Streptococcus entericus,784
Streptococcus entericus,107689
Streptococcus entericus,61503
Streptococcus entericus,440995
Streptococcus entericus,222
Streptococcus entericus,6613
Streptococcus equi,175
Streptococcus equi,280
Streptococcus equi,6251
Streptococcus equi,702
Streptococcus equi,283
Streptococcus equi,784
Streptococcus equi,107689
Streptococcus equi,61503
Streptococcus equi,440995
Streptococcus equi,222
Streptococcus equi,6613
Streptococcus equinus,175
Streptococcus equinus,171548
Streptococcus equinus,280
Streptococcus equinus,439178
Streptococcus equinus,6036
Streptococcus equinus,5793
Streptococcus equinus,6251
Streptococcus equinus,702
Streptococcus equinus,283
Streptococcus equinus,784
Streptococcus equinus,5950
Streptococcus equinus,71080
Streptococcus equinus,5961
Streptococcus equinus,145815
Streptococcus equinus,107689
Streptococcus equinus,61503
Streptococcus equinus,5951
Streptococcus equinus,71077
Streptococcus equinus,6288
Streptococcus equinus,440995
Streptococcus equinus,439186
Streptococcus equinus,222
Streptococcus equinus,936
Streptococcus equinus,938
Streptococcus equinus,6613
Streptococcus equinus,439207
Streptococcus equinus,5988
Streptococcus equinus,1130
Streptococcus ferus,175
Streptococcus ferus,280
Streptococcus ferus,6251
Streptococcus ferus,702
Streptococcus ferus,283
Streptococcus ferus,784
Streptococcus ferus,107689
Streptococcus ferus,61503
Streptococcus ferus,440995
Streptococcus ferus,222
Streptococcus ferus,6613
Streptococcus gallolyticus,175
Streptococcus gallolyticus,280
Streptococcus gallolyticus,6251
Streptococcus gallolyticus,702
Streptococcus gallolyticus,283
Streptococcus gallolyticus,784
Streptococcus gallolyticus,107689
Streptococcus gallolyticus,61503
Streptococcus gallolyticus,440995
Streptococcus gallolyticus,222
Streptococcus gallolyticus,6613
Streptococcus gordonii,175
Streptococcus gordonii,280
Streptococcus gordonii,5793
Streptococcus gordonii,6251
Streptococcus gordonii,702
Streptococcus gordonii,283
Streptococcus gordonii,784
Streptococcus gordonii,107689
Streptococcus gordonii,61503
Streptococcus gordonii,440995
Streptococcus gordonii,439186
Streptococcus gordonii,222
Streptococcus gordonii,6613
Streptococcus henryi,175
Streptococcus henryi,280
Streptococcus henryi,6251
Streptococcus henryi,702
Streptococcus henryi,283
Streptococcus henryi,784
Streptococcus henryi,107689
Streptococcus henryi,61503
Streptococcus henryi,440995
Streptococcus henryi,222
Streptococcus henryi,6613
Streptococcus ictaluri,175
Streptococcus ictaluri,280
Streptococcus ictaluri,6251
Streptococcus ictaluri,702
Streptococcus ictaluri,283
Streptococcus ictaluri,784
Streptococcus ictaluri,107689
Streptococcus ictaluri,61503
Streptococcus ictaluri,440995
Streptococcus ictaluri,222
Streptococcus ictaluri,6613
Streptococcus infantarius,175
Streptococcus infantarius,280
Streptococcus infantarius,6251
Streptococcus infantarius,702
Streptococcus infantarius,283
Streptococcus infantarius,784
Streptococcus infantarius,107689
Streptococcus infantarius,61503
Streptococcus infantarius,440995
Streptococcus infantarius,222
Streptococcus infantarius,6613
Streptococcus infantis,175
Streptococcus infantis,280
Streptococcus infantis,6251
Streptococcus infantis,702
Streptococcus infantis,283
Streptococcus infantis,784
Streptococcus infantis,107689
Streptococcus infantis,61503
Streptococcus infantis,440995
Streptococcus infantis,222
Streptococcus infantis,6613
Streptococcus iniae,175
Streptococcus iniae,280
Streptococcus iniae,6251
Streptococcus iniae,702
Streptococcus iniae,283
